id,query,description,log_probability,log_probability_random,n_elements,evidence,evidence_strength
PF01890,CbiG_C,Cobalamin synthesis G C-terminus,-0.76328525,-0.49163898,1,-0.11797448,Negative
PF04014,MazE_antitoxin,Antidote-toxin recognition MazE; bacterial antitoxin,-0.76351019,-0.49163898,1,-0.11807217,Negative
PF15937,PrlF_antitoxin,prlF antitoxin for toxin YhaV_toxin,-0.76351019,-0.49163898,1,-0.11807217,Negative
PF07366,SnoaL,SnoaL-like polyketide cyclase,-0.76424698,-0.49163898,1,-0.11839215,Negative
PF00861,Ribosomal_L18p,Ribosomal L18 of archaea; bacteria; mitoch. and chloroplast,-0.76459272,-0.49163898,1,-0.11854231,Negative
PF00830,Ribosomal_L28,Ribosomal L28 family,-0.76463075,-0.49163898,1,-0.11855882,Negative
PF04977,DivIC,Septum formation initiator,-0.76505587,-0.49163898,1,-0.11874344,Negative
PF07331,TctB,Tripartite tricarboxylate transporter TctB family,-1.25705986,-0.98327796,2,-0.11890197,Negative
PF05194,UreE_C,UreE urease accessory protein; C-terminal domain,-0.76544628,-0.49163898,1,-0.11891300,Negative
PF02814,UreE_N,UreE urease accessory protein; N-terminal domain,-0.76544628,-0.49163898,1,-0.11891300,Negative
PF00237,Ribosomal_L22,Ribosomal protein L22p/L17e,-0.76645454,-0.49163898,1,-0.11935088,Negative
PF14316,DUF4381,Domain of unknown function (DUF4381),-0.76693764,-0.49163898,1,-0.11956069,Negative
PF00829,Ribosomal_L21p,Ribosomal prokaryotic L21 protein,-0.76915733,-0.49163898,1,-0.12052469,Negative
PF03948,Ribosomal_L9_C,Ribosomal protein L9; C-terminal domain,-0.76992841,-0.49163898,1,-0.12085957,Negative
PF00420,Oxidored_q2,NADH-ubiquinone/plastoquinone oxidoreductase chain 4L,-0.77484935,-0.49163898,1,-0.12299670,Negative
PF00507,Oxidored_q4,NADH-ubiquinone/plastoquinone oxidoreductase; chain 3,-0.77587012,-0.49163898,1,-0.12344002,Negative
PF00886,Ribosomal_S16,Ribosomal protein S16,-0.77700632,-0.49163898,1,-0.12393346,Negative
PF05974,DUF892,Domain of unknown function (DUF892),-1.26893085,-0.98327796,2,-0.12405747,Negative
PF01257,2Fe-2S_thioredx,Thioredoxin-like [2Fe-2S] ferredoxin,-1.76245165,-1.47491694,3,-0.12487474,Negative
PF01799,Fer2_2,[2Fe-2S] binding domain,-3.73106550,-3.44147286,7,-0.12576849,Negative
PF09489,CbtB,Probable cobalt transporter subunit (CbtB),-0.78275630,-0.49163898,1,-0.12643064,Negative
PF08299,Bac_DnaA_C,Bacterial dnaA protein helix-turn-helix,-1.76656495,-1.47491694,3,-0.12666112,Negative
PF00312,Ribosomal_S15,Ribosomal protein S15,-0.78528645,-0.49163898,1,-0.12752947,Negative
PF03795,YCII,YCII-related domain,-2.26130013,-1.96655592,4,-0.12800579,Negative
PF12395,DUF3658,Protein of unknown function,-0.78682440,-0.49163898,1,-0.12819740,Negative
PF00376,MerR,MerR family regulatory protein,-2.26351886,-1.96655592,4,-0.12896936,Negative
PF13411,MerR_1,MerR HTH family regulatory protein,-2.26351886,-1.96655592,4,-0.12896936,Negative
PF00590,TP_methylase,Tetrapyrrole (Corrin/Porphyrin) Methylases,-3.24733178,-2.94983388,6,-0.12920170,Negative
PF02481,DNA_processg_A,DNA recombination-mediator protein A,-1.28082941,-0.98327796,2,-0.12922495,Negative
PF04995,CcmD,Heme exporter protein D (CcmD),-0.78944429,-0.49163898,1,-0.12933520,Negative
PF11003,DUF2842,Protein of unknown function (DUF2842),-0.78982342,-0.49163898,1,-0.12949986,Negative
PF13187,Fer4_9,4Fe-4S dicluster domain,-4.23174942,-3.93311184,8,-0.12969666,Negative
PF03061,4HBT,Thioesterase superfamily,-5.70689126,-5.40802878,11,-0.12979433,Negative
PF04226,Transgly_assoc,Transglycosylase associated protein,-0.79052383,-0.49163898,1,-0.12980404,Negative
PF01016,Ribosomal_L27,Ribosomal L27 protein,-0.79097364,-0.49163898,1,-0.12999939,Negative
PF09413,DUF2007,Putative prokaryotic signal transducing protein,-0.79204170,-0.49163898,1,-0.13046324,Negative
PF09538,FYDLN_acid,Protein of unknown function (FYDLN_acid),-0.79314597,-0.49163898,1,-0.13094282,Negative
PF03597,FixS,Cytochrome oxidase maturation protein cbb3-type,-0.79370954,-0.49163898,1,-0.13118758,Negative
PF13098,Thioredoxin_2,Thioredoxin-like domain,-1.77897684,-1.47491694,3,-0.13205154,Negative
PF06776,IalB,Invasion associated locus B (IalB) protein,-3.25417778,-2.94983388,6,-0.13217488,Negative
PF01040,UbiA,UbiA prenyltransferase family,-1.78205498,-1.47491694,3,-0.13338835,Negative
PF07835,COX4_pro_2,Bacterial aa3 type cytochrome c oxidase subunit IV,-0.79960325,-0.49163898,1,-0.13374718,Negative
PF14090,HTH_39,Helix-turn-helix domain,-1.29150839,-0.98327796,2,-0.13386277,Negative
PF00164,Ribosom_S12_S23,Ribosomal protein S12/S23,-0.80069076,-0.49163898,1,-0.13421948,Negative
PF01632,Ribosomal_L35p,Ribosomal protein L35,-0.80356612,-0.49163898,1,-0.13546824,Negative
PF01883,FeS_assembly_P,Iron-sulfur cluster assembly protein,-1.78788246,-1.47491694,3,-0.13591920,Negative
PF02800,Gp_dh_C,Glyceraldehyde 3-phosphate dehydrogenase; C-terminal domain,-1.29916452,-0.98327796,2,-0.13718779,Negative
PF00044,Gp_dh_N,Glyceraldehyde 3-phosphate dehydrogenase; NAD binding domain,-1.29916452,-0.98327796,2,-0.13718779,Negative
PF11390,FdsD,NADH-dependant formate dehydrogenase delta subunit FdsD,-0.80976379,-0.49163898,1,-0.13815985,Negative
PF01106,NifU,NifU-like domain,-1.30374501,-0.98327796,2,-0.13917707,Negative
PF00338,Ribosomal_S10,Ribosomal protein S10p/S20e,-0.81533807,-0.49163898,1,-0.14058073,Negative
PF02021,UPF0102,Uncharacterised protein family UPF0102,-0.81673370,-0.49163898,1,-0.14118684,Negative
PF02462,Opacity,Opacity family porin protein,-1.80008554,-1.47491694,3,-0.14121893,Negative
PF00072,Response_reg,Response regulator receiver domain,-31.79065185,-31.46489471,64,-0.14147453,Negative
PF03150,CCP_MauG,Di-haem cytochrome c peroxidase,-1.31085891,-0.98327796,2,-0.14226660,Negative
PF13527,Acetyltransf_9,Acetyltransferase (GNAT) domain,-1.80352414,-1.47491694,3,-0.14271229,Negative
PF03602,Cons_hypoth95,Conserved hypothetical protein 95,-1.80414117,-1.47491694,3,-0.14298026,Negative
PF05050,Methyltransf_21,Methyltransferase FkbM domain,-3.77241806,-3.44147286,7,-0.14372767,Negative
PF13601,HTH_34,Winged helix DNA-binding domain,-1.31491871,-0.98327796,2,-0.14402975,Negative
PF07869,DUF1656,Protein of unknown function (DUF1656),-0.82527060,-0.49163898,1,-0.14489437,Negative
PF11351,GTA_holin_3TM,Holin of 3TMs; for gene-transfer release,-1.31717922,-0.98327796,2,-0.14501148,Negative
PF13395,HNH_4,HNH endonuclease,-1.31906217,-0.98327796,2,-0.14582923,Negative
PF14279,HNH_5,HNH endonuclease,-1.31906217,-0.98327796,2,-0.14582923,Negative
PF01844,HNH,HNH endonuclease,-1.31906217,-0.98327796,2,-0.14582923,Negative
PF01292,Ni_hydr_CYTB,Prokaryotic cytochrome b561,-3.28693470,-2.94983388,6,-0.14640103,Negative
PF07769,PsiF_repeat,psiF repeat,-0.83016971,-0.49163898,1,-0.14702203,Negative
PF13773,DUF4170,Domain of unknown function (DUF4170),-0.83049437,-0.49163898,1,-0.14716302,Negative
PF06823,DUF1236,Protein of unknown function (DUF1236),-1.32368317,-0.98327796,2,-0.14783610,Negative
PF00276,Ribosomal_L23,Ribosomal protein L23,-0.83294809,-0.49163898,1,-0.14822866,Negative
PF02543,Carbam_trans_N,Carbamoyltransferase N-terminus,-0.83412260,-0.49163898,1,-0.14873875,Negative
PF16861,Carbam_trans_C,Carbamoyltransferase C-terminus,-0.83412260,-0.49163898,1,-0.14873875,Negative
PF01817,CM_2,Chorismate mutase type II,-1.81847707,-1.47491694,3,-0.14920627,Negative
PF02036,SCP2,SCP-2 sterol transfer family,-1.82370390,-1.47491694,3,-0.15147625,Negative
PF06945,DUF1289,Protein of unknown function (DUF1289),-0.84267025,-0.49163898,1,-0.15245095,Negative
PF01810,LysE,LysE type translocator,-3.30109195,-2.94983388,6,-0.15254944,Negative
PF03626,COX4_pro,Prokaryotic Cytochrome C oxidase subunit IV,-0.84620809,-0.49163898,1,-0.15398741,Negative
PF01850,PIN,PIN domain,-2.32125566,-1.96655592,4,-0.15404414,Negative
PF03960,ArsC,ArsC family,-2.32130714,-1.96655592,4,-0.15406650,Negative
PF03797,Autotransporter,Autotransporter beta-domain,-6.25492175,-5.89966776,12,-0.15428485,Negative
PF12728,HTH_17,Helix-turn-helix domain,-1.34237367,-0.98327796,2,-0.15595328,Negative
PF01679,Pmp3,Proteolipid membrane potential modulator,-0.85161438,-0.49163898,1,-0.15633533,Negative
PF04964,Flp_Fap,Flp/Fap pilin component,-0.85227621,-0.49163898,1,-0.15662276,Negative
PF00366,Ribosomal_S17,Ribosomal protein S17,-0.85297643,-0.49163898,1,-0.15692686,Negative
PF00831,Ribosomal_L29,Ribosomal L29 protein,-0.85362795,-0.49163898,1,-0.15720981,Negative
PF12838,Fer4_7,4Fe-4S dicluster domain,-4.78777268,-4.42475082,9,-0.15765839,Negative
PF10617,DUF2474,Protein of unknown function (DUF2474),-0.85694540,-0.49163898,1,-0.15865056,Negative
PF01722,BolA,BolA-like protein,-1.84600033,-1.47491694,3,-0.16115947,Negative
PF11450,DUF3008,Protein of unknwon function (DUF3008),-0.86572702,-0.49163898,1,-0.16246437,Negative
PF00137,ATP-synt_C,ATP synthase subunit C,-0.86624495,-0.49163898,1,-0.16268931,Negative
PF00203,Ribosomal_S19,Ribosomal protein S19,-0.86755813,-0.49163898,1,-0.16325961,Negative
PF05437,AzlD,Branched-chain amino acid transport protein (AzlD),-1.36254047,-0.98327796,2,-0.16471162,Negative
PF00398,RrnaAD,Ribosomal RNA adenine dimethylase,-2.34707912,-1.96655592,4,-0.16525913,Negative
PF06186,DUF992,Protein of unknown function (DUF992),-1.85561711,-1.47491694,3,-0.16533598,Negative
PF12837,Fer4_6,4Fe-4S binding domain,-2.83958756,-2.45819490,5,-0.16563673,Negative
PF04319,NifZ,NifZ domain,-1.36553706,-0.98327796,2,-0.16601302,Negative
PF02474,NodA,Nodulation protein A (NodA),-0.87458026,-0.49163898,1,-0.16630929,Negative
PF02416,TatA_B_E,mttA/Hcf106 family,-1.36751271,-0.98327796,2,-0.16687103,Negative
PF04955,HupE_UreJ,HupE / UreJ protein,-1.36922439,-0.98327796,2,-0.16761440,Negative
PF01521,Fe-S_biosyn,Iron-sulphur cluster biosynthesis,-2.35312244,-1.96655592,4,-0.16788370,Negative
PF00839,Cys_rich_FGFR,Cysteine rich repeat,-1.36989153,-0.98327796,2,-0.16790414,Negative
PF06429,Flg_bbr_C,Flagellar basal body rod FlgEFG protein C-terminal,-3.34382161,-2.94983388,6,-0.17110670,Negative
PF03449,GreA_GreB_N,Transcription elongation factor; N-terminal,-1.37736109,-0.98327796,2,-0.17114813,Negative
PF01288,HPPK,7;8-dihydro-6-hydroxymethylpterin-pyrophosphokinase (HPPK),-1.37814769,-0.98327796,2,-0.17148975,Negative
PF05830,NodZ,Nodulation protein Z (NodZ),-0.88974857,-0.49163898,1,-0.17289680,Negative
PF02604,PhdYeFM_antitox,Antitoxin Phd_YefM; type II toxin-antitoxin system,-1.38156573,-0.98327796,2,-0.17297418,Negative
PF04586,Peptidase_S78,Caudovirus prohead serine protease,-0.89112012,-0.49163898,1,-0.17349245,Negative
PF01155,HypA,Hydrogenase/urease nickel incorporation; metallochaperone; hypA,-1.38576018,-0.98327796,2,-0.17479581,Negative
PF00805,Pentapeptide,Pentapeptide repeats (8 copies),-1.38777673,-0.98327796,2,-0.17567158,Negative
PF13576,Pentapeptide_3,Pentapeptide repeats (9 copies),-1.38777673,-0.98327796,2,-0.17567158,Negative
PF13599,Pentapeptide_4,Pentapeptide repeats (9 copies),-1.38777673,-0.98327796,2,-0.17567158,Negative
PF18029,Glyoxalase_6,Glyoxalase-like domain,-3.35718099,-2.94983388,6,-0.17690860,Negative
PF01272,GreA_GreB,Transcription elongation factor; GreA/GreB; C-term,-2.37451472,-1.96655592,4,-0.17717426,Negative
PF05545,FixQ,Cbb3-type cytochrome oxidase component FixQ,-0.90015928,-0.49163898,1,-0.17741811,Negative
PF06568,DUF1127,Domain of unknown function (DUF1127),-1.39444131,-0.98327796,2,-0.17856597,Negative
PF10282,Lactonase,Lactonase; 7-bladed beta-propeller,-0.90305484,-0.49163898,1,-0.17867564,Negative
PF13274,DUF4065,Protein of unknown function (DUF4065),-0.90933410,-0.49163898,1,-0.18140269,Negative
PF05016,ParE_toxin,ParE toxin of type II toxin-antitoxin system; parDE,-1.40111490,-0.98327796,2,-0.18146428,Negative
PF00543,P-II,Nitrogen regulatory protein P-II,-1.40111809,-0.98327796,2,-0.18146566,Negative
PF00444,Ribosomal_L36,Ribosomal protein L36,-0.91042801,-0.49163898,1,-0.18187776,Negative
PF02325,YGGT,YGGT family,-0.91065477,-0.49163898,1,-0.18197625,Negative
PF12680,SnoaL_2,SnoaL-like domain,-1.89525225,-1.47491694,3,-0.18254931,Negative
PF17914,HopA1,HopA1 effector protein family,-1.40522242,-0.98327796,2,-0.18324815,Negative
PF05198,IF3_N,Translation initiation factor IF-3; N-terminal domain,-1.40629087,-0.98327796,2,-0.18371217,Negative
PF00707,IF3_C,Translation initiation factor IF-3; C-terminal domain,-1.40629087,-0.98327796,2,-0.18371217,Negative
PF00460,Flg_bb_rod,Flagella basal body rod protein,-2.88866053,-2.45819490,5,-0.18694885,Negative
PF09550,Phage_TAC_6,Phage tail assembly chaperone protein; TAC,-1.41500066,-0.98327796,2,-0.18749479,Negative
PF04965,GPW_gp25,Gene 25-like lysozyme,-1.41566348,-0.98327796,2,-0.18778265,Negative
PF05082,Rop-like,Rop-like,-0.92819615,-0.49163898,1,-0.18959437,Negative
PF02530,Porin_2,Porin subfamily,-2.40459926,-1.96655592,4,-0.19023981,Negative
PF04545,Sigma70_r4,Sigma-70; region 4,-5.35478040,-4.91638980,10,-0.19039062,Negative
PF00467,KOW,KOW motif,-1.42683723,-0.98327796,2,-0.19263534,Negative
PF03831,YjdM,PhnA domain,-0.93639955,-0.49163898,1,-0.19315706,Negative
PF00542,Ribosomal_L12,Ribosomal protein L7/L12 C-terminal domain,-0.93974348,-0.49163898,1,-0.19460931,Negative
PF16320,Ribosomal_L12_N,Ribosomal protein L7/L12 dimerisation domain,-0.93974348,-0.49163898,1,-0.19460931,Negative
PF05443,ROS_MUCR,ROS/MUCR transcriptional regulator protein,-1.92387001,-1.47491694,3,-0.19497784,Negative
PF00730,HhH-GPD,HhH-GPD superfamily base excision DNA repair protein,-3.40155934,-2.94983388,6,-0.19618188,Negative
PF09926,DUF2158,Uncharacterized small protein (DUF2158),-0.94425422,-0.49163898,1,-0.19656830,Negative
PF11324,DUF3126,Protein of unknown function (DUF3126),-0.94739803,-0.49163898,1,-0.19793364,Negative
PF03144,GTP_EFTU_D2,Elongation factor Tu domain 2,-8.33221229,-7.86622368,16,-0.20237628,Negative
PF11752,DUF3309,Protein of unknown function (DUF3309),-0.95777398,-0.49163898,1,-0.20243986,Negative
PF03848,TehB,Tellurite resistance protein TehB,-0.95975947,-0.49163898,1,-0.20330215,Negative
PF04073,tRNA_edit,Aminoacyl-tRNA editing domain,-1.94482026,-1.47491694,3,-0.20407642,Negative
PF13488,Gly-zipper_Omp,Glycine zipper,-1.45622323,-0.98327796,2,-0.20539752,Negative
PF04365,BrnT_toxin,Ribonuclease toxin; BrnT; of type II toxin-antitoxin system,-1.45663912,-0.98327796,2,-0.20557814,Negative
PF02597,ThiS,ThiS family,-1.46248374,-0.98327796,2,-0.20811642,Negative
PF11127,DUF2892,Protein of unknown function (DUF2892),-1.46427701,-0.98327796,2,-0.20889523,Negative
PF07043,DUF1328,Protein of unknown function (DUF1328),-1.47239826,-0.98327796,2,-0.21242225,Negative
PF11295,DUF3096,Protein of unknown function (DUF3096),-0.98476283,-0.49163898,1,-0.21416097,Negative
PF05401,NodS,Nodulation protein S (NodS),-2.46133603,-1.96655592,4,-0.21488027,Negative
PF11154,DUF2934,Protein of unknown function (DUF2934),-1.47988010,-0.98327796,2,-0.21567157,Negative
PF09723,Zn-ribbon_8,Zinc ribbon domain,-1.48172891,-0.98327796,2,-0.21647450,Negative
PF08239,SH3_3,Bacterial SH3 domain,-1.97867276,-1.47491694,3,-0.21877837,Negative
PF13237,Fer4_10,4Fe-4S dicluster domain,-5.42255331,-4.91638980,10,-0.21982402,Negative
PF03142,Chitin_synth_2,Chitin synthase,-0.99931677,-0.49163898,1,-0.22048166,Negative
PF03143,GTP_EFTU_D3,Elongation factor Tu C-terminal domain,-2.47690666,-1.96655592,4,-0.22164251,Negative
PF00011,HSP20,Hsp20/alpha crystallin family,-2.48587552,-1.96655592,4,-0.22553764,Negative
PF00166,Cpn10,Chaperonin 10 Kd subunit,-1.50360124,-0.98327796,2,-0.22597353,Negative
PF00468,Ribosomal_L34,Ribosomal protein L34,-1.01928831,-0.49163898,1,-0.22915519,Negative
PF10685,KGG,Stress-induced bacterial acidophilic repeat motif,-1.51418198,-0.98327796,2,-0.23056869,Negative
PF07886,BA14K,BA14K-like protein,-1.52454211,-0.98327796,2,-0.23506803,Negative
PF00471,Ribosomal_L33,Ribosomal protein L33,-1.03728589,-0.49163898,1,-0.23697144,Negative
PF00578,AhpC-TSA,AhpC/TSA family,-5.95939860,-5.40802878,11,-0.23945687,Negative
PF03928,Haem_degrading,Haem-degrading,-2.51981535,-1.96655592,4,-0.24027752,Negative
PF06748,DUF1217,Protein of unknown function (DUF1217),-2.02920932,-1.47491694,3,-0.24072612,Negative
PF07681,DoxX,DoxX,-3.99780167,-3.44147286,7,-0.24161053,Negative
PF01061,ABC2_membrane,ABC-2 type transporter,-3.99809601,-3.44147286,7,-0.24173836,Negative
PF12797,Fer4_2,4Fe-4S binding domain,-3.01490680,-2.45819490,5,-0.24177691,Negative
PF00216,Bac_DNA_binding,Bacterial DNA-binding protein,-2.04457264,-1.47491694,3,-0.24739833,Negative
PF04542,Sigma70_r2,Sigma-70 region 2,-7.46129676,-6.88294572,14,-0.25117466,Negative
PF08867,FRG,FRG domain,-1.08839405,-0.49163898,1,-0.25916743,Negative
PF05532,CsbD,CsbD-like,-1.60709753,-0.98327796,2,-0.27092140,Negative
PF07927,HicA_toxin,HicA toxin of bacterial toxin-antitoxin;,-1.61389171,-0.98327796,2,-0.27387207,Negative
PF09361,Phasin_2,Phasin protein,-2.10707533,-1.47491694,3,-0.27454290,Negative
PF11755,DUF3311,Protein of unknown function (DUF3311),-1.12719476,-0.49163898,1,-0.27601837,Negative
PF17209,Hfq,Hfq protein,-1.62130580,-0.98327796,2,-0.27709197,Negative
PF05638,T6SS_HCP,Type VI secretion system effector; Hcp,-2.12538006,-1.47491694,3,-0.28249254,Negative
PF01389,OmpA_membrane,OmpA-like transmembrane domain,-2.12621253,-1.47491694,3,-0.28285408,Negative
PF01042,Ribonuc_L-PSP,Endoribonuclease L-PSP,-4.60575432,-3.93311184,8,-0.29212492,Negative
PF01022,HTH_5,Bacterial regulatory protein; arsR family,-7.55570877,-6.88294572,14,-0.29217728,Negative
PF00300,His_Phos_1,Histidine phosphatase superfamily (branch 1),-5.59086122,-4.91638980,10,-0.29291922,Negative
PF01047,MarR,MarR family,-9.03258668,-8.35786266,17,-0.29302892,Negative
PF01032,FecCD,FecCD transport family,-3.13513947,-2.45819490,5,-0.29399329,Negative
PF05239,PRC,PRC-barrel domain,-3.13950475,-2.45819490,5,-0.29588911,Negative
PF01165,Ribosomal_S21,Ribosomal protein S21,-1.67697226,-0.98327796,2,-0.30126760,Negative
PF10636,hemP,Hemin uptake protein hemP,-1.69443822,-0.98327796,2,-0.30885298,Negative
PF03992,ABM,Antibiotic biosynthesis monooxygenase,-2.70045872,-1.96655592,4,-0.31872993,Negative
PF00111,Fer2,2Fe-2S iron-sulfur cluster binding domain,-8.11230328,-7.37458470,15,-0.32038711,Negative
PF00462,Glutaredoxin,Glutaredoxin,-2.70499528,-1.96655592,4,-0.32070014,Negative
PF04588,HIG_1_N,Hypoxia induced protein conserved region,-1.72953483,-0.98327796,2,-0.32409524,Negative
PF08206,OB_RNB,Ribonuclease B OB domain,-2.72371963,-1.96655592,4,-0.32883202,Negative
PF00293,NUDIX,NUDIX domain,-5.19099487,-4.42475082,9,-0.33277556,Negative
PF04325,DUF465,Protein of unknown function (DUF465),-2.25058458,-1.47491694,3,-0.33686817,Negative
PF13340,DUF4096,Putative transposase of IS4/5 family (DUF4096),-2.75421943,-1.96655592,4,-0.34207792,Negative
PF00313,CSD,'Cold-shock' DNA-binding domain,-2.78084101,-1.96655592,4,-0.35363952,Negative
PF01037,AsnC_trans_reg,Lrp/AsnC ligand binding domain,-5.74728087,-4.91638980,10,-0.36085141,Negative
PF12802,MarR_2,MarR family,-12.64135865,-11.79933552,24,-0.36568600,Negative
PF13673,Acetyltransf_10,Acetyltransferase (GNAT) domain,-8.72512175,-7.86622368,16,-0.37301469,Negative
PF00669,Flagellin_N,Bacterial flagellin N-terminal helical region,-2.85104108,-1.96655592,4,-0.38412703,Negative
PF00700,Flagellin_C,Bacterial flagellin C-terminal helical region,-2.85104108,-1.96655592,4,-0.38412703,Negative
PF00550,PP-binding,Phosphopantetheine attachment site,-3.84816433,-2.94983388,6,-0.39013996,Negative
PF05015,HigB-like_toxin,RelE-like toxin of type II toxin-antitoxin system HigB,-2.91447762,-1.96655592,4,-0.41167717,Negative
PF13508,Acetyltransf_7,Acetyltransferase (GNAT) domain,-8.34481957,-7.37458470,15,-0.42136765,Negative
PF09450,DUF2019,Domain of unknown function (DUF2019),-2.46126283,-1.47491694,3,-0.42836458,Negative
PF01455,HupF_HypC,HupF/HypC family,-3.01187129,-1.96655592,4,-0.45397470,Negative
PF13505,OMP_b-brl,Outer membrane protein beta-barrel domain,-4.98639436,-3.93311184,8,-0.45743479,Negative
PF12844,HTH_19,Helix-turn-helix domain,-9.96683073,-8.84950164,18,-0.48524986,Negative
PF11747,RebB,Killing trait,-3.08540183,-1.96655592,4,-0.48590861,Negative
PF18291,HU-HIG,HU domain fused to wHTH; Ig; or Glycine-rich motif,-4.08914529,-2.94983388,6,-0.49479666,Negative
PF00037,Fer4,4Fe-4S binding domain,-6.12146831,-4.91638980,10,-0.52335895,Negative
PF12840,HTH_20,Helix-turn-helix domain,-7.12630880,-5.89966776,12,-0.53272344,Negative
PF00583,Acetyltransf_1,Acetyltransferase (GNAT) family,-14.63970456,-13.27425246,27,-0.59300831,Negative
